Date,Time (UTC),Local Time,Agent_ID,Behavior,Message,Responding to (Agent No)
2024-01-01,00:00:00,08:00:00,103,Active,,
2024-01-01,00:00:00,08:00:00,103,Read,"I have this to say at time 52, 2024-01-01 00:00:00 UTC",
2024-01-01,00:00:00,08:00:00,103,Read,"I have this to say at time 69, 2024-01-01 00:00:00 UTC",
2024-01-01,00:00:00,08:00:00,104,Active,,
2024-01-01,00:00:00,08:00:00,104,Response,"My response to 52, 2024-01-01 00:00:00 UTC",52.0
2024-01-01,00:00:00,08:00:00,104,Response,"My response to 69, 2024-01-01 00:00:00 UTC",69.0
2024-01-01,00:00:00,08:00:00,105,Active,,
2024-01-01,00:00:00,08:00:00,105,Read,"I have this to say at time 52, 2024-01-01 00:00:00 UTC",
2024-01-01,00:00:00,08:00:00,105,Read,"I have this to say at time 69, 2024-01-01 00:00:00 UTC",
2024-01-01,00:00:00,08:00:00,107,Active,,
2024-01-01,00:00:00,08:00:00,107,Response,"My response to 52, 2024-01-01 00:00:00 UTC",52.0
2024-01-01,00:00:00,08:00:00,107,Response,"My response to 69, 2024-01-01 00:00:00 UTC",69.0
2024-01-01,00:00:00,08:00:00,112,Active,,
2024-01-01,00:00:00,08:00:00,112,Read,"I have this to say at time 52, 2024-01-01 00:00:00 UTC",
2024-01-01,00:00:00,08:00:00,112,Read,"I have this to say at time 69, 2024-01-01 00:00:00 UTC",
2024-01-01,00:00:00,08:00:00,114,Active,,
2024-01-01,00:00:00,08:00:00,114,Response,"My response to 52, 2024-01-01 00:00:00 UTC",52.0
2024-01-01,00:00:00,08:00:00,114,Response,"My response to 69, 2024-01-01 00:00:00 UTC",69.0
2024-01-01,00:00:00,08:00:00,115,Active,,
2024-01-01,00:00:00,08:00:00,115,Response,"My response to 52, 2024-01-01 00:00:00 UTC",52.0
2024-01-01,00:00:00,08:00:00,115,Response,"My response to 69, 2024-01-01 00:00:00 UTC",69.0
2024-01-01,00:00:00,08:00:00,116,Active,,
2024-01-01,00:00:00,08:00:00,116,Response,🙂,52.0
2024-01-01,00:00:00,08:00:00,116,Response,🙂,69.0
2024-01-01,00:00:00,08:00:00,118,Active,,
2024-01-01,00:00:00,08:00:00,118,Response,"My response to 52, 2024-01-01 00:00:00 UTC",52.0
2024-01-01,00:00:00,08:00:00,118,Response,"My response to 69, 2024-01-01 00:00:00 UTC",69.0
2024-01-01,00:00:00,08:00:00,123,Active,,
2024-01-01,00:00:00,08:00:00,123,Read,"I have this to say at time 52, 2024-01-01 00:00:00 UTC",
2024-01-01,00:00:00,08:00:00,123,Read,"I have this to say at time 69, 2024-01-01 00:00:00 UTC",
2024-01-01,00:00:00,08:00:00,126,Active,,
2024-01-01,00:00:00,08:00:00,126,Read,"I have this to say at time 52, 2024-01-01 00:00:00 UTC",
2024-01-01,00:00:00,08:00:00,126,Read,"I have this to say at time 69, 2024-01-01 00:00:00 UTC",
2024-01-01,00:00:00,08:00:00,131,Active,,
2024-01-01,00:00:00,08:00:00,131,Post,"I have this to say at time 131, 2024-01-01 00:00:00 UTC",
2024-01-01,00:00:00,08:00:00,131,Read,"I have this to say at time 52, 2024-01-01 00:00:00 UTC",
2024-01-01,00:00:00,08:00:00,131,Read,"I have this to say at time 69, 2024-01-01 00:00:00 UTC",
2024-01-01,00:00:00,08:00:00,133,Active,,
2024-01-01,00:00:00,08:00:00,133,Response,"My response to 52, 2024-01-01 00:00:00 UTC",52.0
2024-01-01,00:00:00,08:00:00,133,Response,"My response to 69, 2024-01-01 00:00:00 UTC",69.0
2024-01-01,00:00:00,08:00:00,133,Response,"My response to 131, 2024-01-01 00:00:00 UTC",131.0
2024-01-01,00:00:00,08:00:00,137,Active,,
2024-01-01,00:00:00,08:00:00,137,Read,"I have this to say at time 52, 2024-01-01 00:00:00 UTC",
2024-01-01,00:00:00,08:00:00,137,Read,"I have this to say at time 69, 2024-01-01 00:00:00 UTC",
2024-01-01,00:00:00,08:00:00,137,Read,"I have this to say at time 131, 2024-01-01 00:00:00 UTC",
2024-01-01,00:00:00,08:00:00,139,Active,,
2024-01-01,00:00:00,08:00:00,139,Read,"I have this to say at time 52, 2024-01-01 00:00:00 UTC",
2024-01-01,00:00:00,08:00:00,139,Read,"I have this to say at time 69, 2024-01-01 00:00:00 UTC",
2024-01-01,00:00:00,08:00:00,139,Read,"I have this to say at time 131, 2024-01-01 00:00:00 UTC",
2024-01-01,00:00:00,08:00:00,141,Active,,
2024-01-01,00:00:00,08:00:00,141,Read,"I have this to say at time 52, 2024-01-01 00:00:00 UTC",
2024-01-01,00:00:00,08:00:00,141,Read,"I have this to say at time 69, 2024-01-01 00:00:00 UTC",
2024-01-01,00:00:00,08:00:00,141,Read,"I have this to say at time 131, 2024-01-01 00:00:00 UTC",
2024-01-01,00:00:00,08:00:00,146,Active,,
2024-01-01,00:00:00,08:00:00,146,Read,"I have this to say at time 52, 2024-01-01 00:00:00 UTC",
2024-01-01,00:00:00,08:00:00,146,Read,"I have this to say at time 69, 2024-01-01 00:00:00 UTC",
2024-01-01,00:00:00,08:00:00,146,Read,"I have this to say at time 131, 2024-01-01 00:00:00 UTC",
2024-01-01,00:00:00,08:00:00,150,Active,,
2024-01-01,00:00:00,08:00:00,150,Response,"My response to 52, 2024-01-01 00:00:00 UTC",52.0
2024-01-01,00:00:00,08:00:00,150,Response,"My response to 69, 2024-01-01 00:00:00 UTC",69.0
2024-01-01,00:00:00,08:00:00,150,Response,"My response to 131, 2024-01-01 00:00:00 UTC",131.0
2024-01-01,00:00:00,08:00:00,151,Active,,
2024-01-01,00:00:00,08:00:00,151,Read,"I have this to say at time 52, 2024-01-01 00:00:00 UTC",
2024-01-01,00:00:00,08:00:00,151,Read,"I have this to say at time 69, 2024-01-01 00:00:00 UTC",
2024-01-01,00:00:00,08:00:00,151,Read,"I have this to say at time 131, 2024-01-01 00:00:00 UTC",
2024-01-01,00:00:00,08:00:00,152,Active,,
2024-01-01,00:00:00,08:00:00,152,Read,"I have this to say at time 52, 2024-01-01 00:00:00 UTC",
2024-01-01,00:00:00,08:00:00,152,Read,"I have this to say at time 69, 2024-01-01 00:00:00 UTC",
2024-01-01,00:00:00,08:00:00,152,Read,"I have this to say at time 131, 2024-01-01 00:00:00 UTC",
2024-01-01,00:00:00,08:00:00,156,Active,,
2024-01-01,00:00:00,08:00:00,156,Read,"I have this to say at time 52, 2024-01-01 00:00:00 UTC",
2024-01-01,00:00:00,08:00:00,156,Read,"I have this to say at time 69, 2024-01-01 00:00:00 UTC",
2024-01-01,00:00:00,08:00:00,156,Read,"I have this to say at time 131, 2024-01-01 00:00:00 UTC",
2024-01-01,00:00:00,08:00:00,158,Active,,
2024-01-01,00:00:00,08:00:00,158,Read,"I have this to say at time 52, 2024-01-01 00:00:00 UTC",
2024-01-01,00:00:00,08:00:00,158,Read,"I have this to say at time 69, 2024-01-01 00:00:00 UTC",
2024-01-01,00:00:00,08:00:00,158,Read,"I have this to say at time 131, 2024-01-01 00:00:00 UTC",
2024-01-01,00:00:00,08:00:00,159,Active,,
2024-01-01,00:00:00,08:00:00,159,Response,🙂,52.0
2024-01-01,00:00:00,08:00:00,159,Response,🙂,69.0
2024-01-01,00:00:00,08:00:00,159,Response,🙂,131.0
2024-01-01,00:00:00,08:00:00,162,Active,,
2024-01-01,00:00:00,08:00:00,162,Response,"My response to 52, 2024-01-01 00:00:00 UTC",52.0
2024-01-01,00:00:00,08:00:00,162,Response,"My response to 69, 2024-01-01 00:00:00 UTC",69.0
2024-01-01,00:00:00,08:00:00,162,Response,"My response to 131, 2024-01-01 00:00:00 UTC",131.0
2024-01-01,00:00:00,08:00:00,191,Active,,
2024-01-01,00:00:00,08:00:00,191,Response,"My response to 52, 2024-01-01 00:00:00 UTC",52.0
2024-01-01,00:00:00,08:00:00,191,Response,"My response to 69, 2024-01-01 00:00:00 UTC",69.0
2024-01-01,00:00:00,08:00:00,191,Response,"My response to 131, 2024-01-01 00:00:00 UTC",131.0
2024-01-01,00:00:00,08:00:00,192,Active,,
2024-01-01,00:00:00,08:00:00,192,Response,"My response to 52, 2024-01-01 00:00:00 UTC",52.0
2024-01-01,00:00:00,08:00:00,192,Response,"My response to 69, 2024-01-01 00:00:00 UTC",69.0
2024-01-01,00:00:00,08:00:00,192,Response,"My response to 131, 2024-01-01 00:00:00 UTC",131.0
2024-01-01,00:00:00,08:00:00,197,Active,,
2024-01-01,00:00:00,08:00:00,197,Response,"My response to 52, 2024-01-01 00:00:00 UTC",52.0
2024-01-01,00:00:00,08:00:00,197,Response,"My response to 69, 2024-01-01 00:00:00 UTC",69.0
2024-01-01,00:00:00,08:00:00,197,Response,"My response to 131, 2024-01-01 00:00:00 UTC",131.0
2024-01-01,00:30:00,08:30:00,2,Active,,
2024-01-01,00:30:00,08:30:00,2,Response,"My response to 52, 2024-01-01 00:00:00 UTC",52.0
2024-01-01,00:30:00,08:30:00,2,Response,"My response to 69, 2024-01-01 00:00:00 UTC",69.0
2024-01-01,00:30:00,08:30:00,2,Response,"My response to 131, 2024-01-01 00:00:00 UTC",131.0
2024-01-01,00:30:00,08:30:00,15,Active,,
2024-01-01,00:30:00,08:30:00,15,Read,"I have this to say at time 52, 2024-01-01 00:00:00 UTC",
2024-01-01,00:30:00,08:30:00,15,Read,"I have this to say at time 69, 2024-01-01 00:00:00 UTC",
2024-01-01,00:30:00,08:30:00,15,Read,"I have this to say at time 131, 2024-01-01 00:00:00 UTC",
2024-01-01,00:30:00,08:30:00,16,Active,,
2024-01-01,00:30:00,08:30:00,16,Response,🙂,52.0
2024-01-01,00:30:00,08:30:00,16,Response,🙂,69.0
2024-01-01,00:30:00,08:30:00,16,Response,🙂,131.0
2024-01-01,00:30:00,08:30:00,17,Active,,
2024-01-01,00:30:00,08:30:00,17,Response,"My response to 52, 2024-01-01 00:00:00 UTC",52.0
2024-01-01,00:30:00,08:30:00,17,Response,"My response to 69, 2024-01-01 00:00:00 UTC",69.0
2024-01-01,00:30:00,08:30:00,17,Response,"My response to 131, 2024-01-01 00:00:00 UTC",131.0
2024-01-01,00:30:00,08:30:00,44,Active,,
2024-01-01,00:30:00,08:30:00,44,Read,"I have this to say at time 52, 2024-01-01 00:00:00 UTC",
2024-01-01,00:30:00,08:30:00,44,Read,"I have this to say at time 69, 2024-01-01 00:00:00 UTC",
2024-01-01,00:30:00,08:30:00,44,Read,"I have this to say at time 131, 2024-01-01 00:00:00 UTC",
2024-01-01,00:30:00,08:30:00,52,Active,,
2024-01-01,00:30:00,08:30:00,52,Post,"I have this to say at time 52, 2024-01-01 00:30:00 UTC",
2024-01-01,00:30:00,08:30:00,52,Read,"I have this to say at time 69, 2024-01-01 00:00:00 UTC",
2024-01-01,00:30:00,08:30:00,52,Read,"I have this to say at time 131, 2024-01-01 00:00:00 UTC",
2024-01-01,00:30:00,08:30:00,53,Active,,
2024-01-01,00:30:00,08:30:00,53,Response,"My response to 69, 2024-01-01 00:00:00 UTC",69.0
2024-01-01,00:30:00,08:30:00,53,Response,"My response to 131, 2024-01-01 00:00:00 UTC",131.0
2024-01-01,00:30:00,08:30:00,53,Response,"My response to 52, 2024-01-01 00:30:00 UTC",52.0
2024-01-01,00:30:00,08:30:00,55,Active,,
2024-01-01,00:30:00,08:30:00,55,Read,"I have this to say at time 52, 2024-01-01 00:00:00 UTC",
2024-01-01,00:30:00,08:30:00,55,Read,"I have this to say at time 69, 2024-01-01 00:00:00 UTC",
2024-01-01,00:30:00,08:30:00,55,Read,"I have this to say at time 131, 2024-01-01 00:00:00 UTC",
2024-01-01,00:30:00,08:30:00,55,Read,"I have this to say at time 52, 2024-01-01 00:30:00 UTC",
2024-01-01,00:30:00,08:30:00,69,Active,,
2024-01-01,00:30:00,08:30:00,69,Post,"I have this to say at time 69, 2024-01-01 00:30:00 UTC",
2024-01-01,00:30:00,08:30:00,69,Read,"I have this to say at time 52, 2024-01-01 00:00:00 UTC",
2024-01-01,00:30:00,08:30:00,69,Read,"I have this to say at time 131, 2024-01-01 00:00:00 UTC",
2024-01-01,00:30:00,08:30:00,69,Read,"I have this to say at time 52, 2024-01-01 00:30:00 UTC",
2024-01-01,00:30:00,08:30:00,70,Active,,
2024-01-01,00:30:00,08:30:00,70,Response,"My response to 131, 2024-01-01 00:00:00 UTC",131.0
2024-01-01,00:30:00,08:30:00,70,Response,"My response to 52, 2024-01-01 00:30:00 UTC",52.0
2024-01-01,00:30:00,08:30:00,70,Response,"My response to 69, 2024-01-01 00:30:00 UTC",69.0
2024-01-01,00:30:00,08:30:00,86,Active,,
2024-01-01,00:30:00,08:30:00,86,Response,"My response to 131, 2024-01-01 00:00:00 UTC",131.0
2024-01-01,00:30:00,08:30:00,86,Response,"My response to 52, 2024-01-01 00:30:00 UTC",52.0
2024-01-01,00:30:00,08:30:00,86,Response,"My response to 69, 2024-01-01 00:30:00 UTC",69.0
2024-01-01,00:30:00,08:30:00,90,Active,,
2024-01-01,00:30:00,08:30:00,90,Read,"I have this to say at time 52, 2024-01-01 00:00:00 UTC",
2024-01-01,00:30:00,08:30:00,90,Read,"I have this to say at time 69, 2024-01-01 00:00:00 UTC",
2024-01-01,00:30:00,08:30:00,90,Read,"I have this to say at time 131, 2024-01-01 00:00:00 UTC",
2024-01-01,00:30:00,08:30:00,90,Read,"I have this to say at time 52, 2024-01-01 00:30:00 UTC",
2024-01-01,00:30:00,08:30:00,90,Read,"I have this to say at time 69, 2024-01-01 00:30:00 UTC",
2024-01-01,00:30:00,08:30:00,112,Active,,
2024-01-01,00:30:00,08:30:00,112,Read,"I have this to say at time 52, 2024-01-01 00:00:00 UTC",
2024-01-01,00:30:00,08:30:00,112,Read,"I have this to say at time 69, 2024-01-01 00:00:00 UTC",
2024-01-01,00:30:00,08:30:00,112,Read,"I have this to say at time 131, 2024-01-01 00:00:00 UTC",
2024-01-01,00:30:00,08:30:00,112,Read,"I have this to say at time 52, 2024-01-01 00:30:00 UTC",
2024-01-01,00:30:00,08:30:00,112,Read,"I have this to say at time 69, 2024-01-01 00:30:00 UTC",
2024-01-01,00:30:00,08:30:00,116,Active,,
2024-01-01,00:30:00,08:30:00,116,Response,🙂,131.0
2024-01-01,00:30:00,08:30:00,116,Response,🙂,52.0
2024-01-01,00:30:00,08:30:00,116,Response,🙂,69.0
2024-01-01,00:30:00,08:30:00,118,Active,,
2024-01-01,00:30:00,08:30:00,118,Response,"My response to 131, 2024-01-01 00:00:00 UTC",131.0
2024-01-01,00:30:00,08:30:00,118,Response,"My response to 52, 2024-01-01 00:30:00 UTC",52.0
2024-01-01,00:30:00,08:30:00,118,Response,"My response to 69, 2024-01-01 00:30:00 UTC",69.0
2024-01-01,00:30:00,08:30:00,126,Active,,
2024-01-01,00:30:00,08:30:00,126,Read,"I have this to say at time 52, 2024-01-01 00:00:00 UTC",
2024-01-01,00:30:00,08:30:00,126,Read,"I have this to say at time 69, 2024-01-01 00:00:00 UTC",
2024-01-01,00:30:00,08:30:00,126,Read,"I have this to say at time 131, 2024-01-01 00:00:00 UTC",
2024-01-01,00:30:00,08:30:00,126,Read,"I have this to say at time 52, 2024-01-01 00:30:00 UTC",
2024-01-01,00:30:00,08:30:00,126,Read,"I have this to say at time 69, 2024-01-01 00:30:00 UTC",
2024-01-01,00:30:00,08:30:00,131,Active,,
2024-01-01,00:30:00,08:30:00,131,Post,"I have this to say at time 131, 2024-01-01 00:30:00 UTC",
2024-01-01,00:30:00,08:30:00,131,Read,"I have this to say at time 52, 2024-01-01 00:00:00 UTC",
2024-01-01,00:30:00,08:30:00,131,Read,"I have this to say at time 69, 2024-01-01 00:00:00 UTC",
2024-01-01,00:30:00,08:30:00,131,Read,"I have this to say at time 52, 2024-01-01 00:30:00 UTC",
2024-01-01,00:30:00,08:30:00,131,Read,"I have this to say at time 69, 2024-01-01 00:30:00 UTC",
2024-01-01,00:30:00,08:30:00,133,Active,,
2024-01-01,00:30:00,08:30:00,133,Response,"My response to 52, 2024-01-01 00:30:00 UTC",52.0
2024-01-01,00:30:00,08:30:00,133,Response,"My response to 69, 2024-01-01 00:30:00 UTC",69.0
2024-01-01,00:30:00,08:30:00,133,Response,"My response to 131, 2024-01-01 00:30:00 UTC",131.0
2024-01-01,00:30:00,08:30:00,139,Active,,
2024-01-01,00:30:00,08:30:00,139,Read,"I have this to say at time 52, 2024-01-01 00:00:00 UTC",
2024-01-01,00:30:00,08:30:00,139,Read,"I have this to say at time 69, 2024-01-01 00:00:00 UTC",
2024-01-01,00:30:00,08:30:00,139,Read,"I have this to say at time 131, 2024-01-01 00:00:00 UTC",
2024-01-01,00:30:00,08:30:00,139,Read,"I have this to say at time 52, 2024-01-01 00:30:00 UTC",
2024-01-01,00:30:00,08:30:00,139,Read,"I have this to say at time 69, 2024-01-01 00:30:00 UTC",
2024-01-01,00:30:00,08:30:00,139,Read,"I have this to say at time 131, 2024-01-01 00:30:00 UTC",
2024-01-01,00:30:00,08:30:00,146,Active,,
2024-01-01,00:30:00,08:30:00,146,Read,"I have this to say at time 52, 2024-01-01 00:00:00 UTC",
2024-01-01,00:30:00,08:30:00,146,Read,"I have this to say at time 69, 2024-01-01 00:00:00 UTC",
2024-01-01,00:30:00,08:30:00,146,Read,"I have this to say at time 131, 2024-01-01 00:00:00 UTC",
2024-01-01,00:30:00,08:30:00,146,Read,"I have this to say at time 52, 2024-01-01 00:30:00 UTC",
2024-01-01,00:30:00,08:30:00,146,Read,"I have this to say at time 69, 2024-01-01 00:30:00 UTC",
2024-01-01,00:30:00,08:30:00,146,Read,"I have this to say at time 131, 2024-01-01 00:30:00 UTC",
2024-01-01,00:30:00,08:30:00,159,Active,,
2024-01-01,00:30:00,08:30:00,159,Response,🙂,52.0
2024-01-01,00:30:00,08:30:00,159,Response,🙂,69.0
2024-01-01,00:30:00,08:30:00,159,Response,🙂,131.0
2024-01-01,00:30:00,08:30:00,192,Active,,
2024-01-01,00:30:00,08:30:00,192,Response,"My response to 52, 2024-01-01 00:30:00 UTC",52.0
2024-01-01,00:30:00,08:30:00,192,Response,"My response to 69, 2024-01-01 00:30:00 UTC",69.0
2024-01-01,00:30:00,08:30:00,192,Response,"My response to 131, 2024-01-01 00:30:00 UTC",131.0
2024-01-01,00:30:00,08:30:00,197,Active,,
2024-01-01,00:30:00,08:30:00,197,Response,"My response to 52, 2024-01-01 00:30:00 UTC",52.0
2024-01-01,00:30:00,08:30:00,197,Response,"My response to 69, 2024-01-01 00:30:00 UTC",69.0
2024-01-01,00:30:00,08:30:00,197,Response,"My response to 131, 2024-01-01 00:30:00 UTC",131.0
2024-01-01,02:00:00,10:00:00,2,Active,,
2024-01-01,02:00:00,10:00:00,2,Response,"My response to 52, 2024-01-01 00:30:00 UTC",52.0
2024-01-01,02:00:00,10:00:00,2,Response,"My response to 69, 2024-01-01 00:30:00 UTC",69.0
2024-01-01,02:00:00,10:00:00,2,Response,"My response to 131, 2024-01-01 00:30:00 UTC",131.0
2024-01-01,02:00:00,10:00:00,15,Active,,
2024-01-01,02:00:00,10:00:00,15,Read,"I have this to say at time 52, 2024-01-01 00:00:00 UTC",
2024-01-01,02:00:00,10:00:00,15,Read,"I have this to say at time 69, 2024-01-01 00:00:00 UTC",
2024-01-01,02:00:00,10:00:00,15,Read,"I have this to say at time 131, 2024-01-01 00:00:00 UTC",
2024-01-01,02:00:00,10:00:00,15,Read,"I have this to say at time 52, 2024-01-01 00:30:00 UTC",
2024-01-01,02:00:00,10:00:00,15,Read,"I have this to say at time 69, 2024-01-01 00:30:00 UTC",
2024-01-01,02:00:00,10:00:00,15,Read,"I have this to say at time 131, 2024-01-01 00:30:00 UTC",
2024-01-01,02:00:00,10:00:00,16,Active,,
2024-01-01,02:00:00,10:00:00,16,Response,🙂,52.0
2024-01-01,02:00:00,10:00:00,16,Response,🙂,69.0
2024-01-01,02:00:00,10:00:00,16,Response,🙂,131.0
2024-01-01,02:00:00,10:00:00,17,Active,,
2024-01-01,02:00:00,10:00:00,17,Response,"My response to 52, 2024-01-01 00:30:00 UTC",52.0
2024-01-01,02:00:00,10:00:00,17,Response,"My response to 69, 2024-01-01 00:30:00 UTC",69.0
2024-01-01,02:00:00,10:00:00,17,Response,"My response to 131, 2024-01-01 00:30:00 UTC",131.0
2024-01-01,02:00:00,10:00:00,44,Active,,
2024-01-01,02:00:00,10:00:00,44,Read,"I have this to say at time 52, 2024-01-01 00:00:00 UTC",
2024-01-01,02:00:00,10:00:00,44,Read,"I have this to say at time 69, 2024-01-01 00:00:00 UTC",
2024-01-01,02:00:00,10:00:00,44,Read,"I have this to say at time 131, 2024-01-01 00:00:00 UTC",
2024-01-01,02:00:00,10:00:00,44,Read,"I have this to say at time 52, 2024-01-01 00:30:00 UTC",
2024-01-01,02:00:00,10:00:00,44,Read,"I have this to say at time 69, 2024-01-01 00:30:00 UTC",
2024-01-01,02:00:00,10:00:00,44,Read,"I have this to say at time 131, 2024-01-01 00:30:00 UTC",
2024-01-01,02:00:00,10:00:00,52,Active,,
2024-01-01,02:00:00,10:00:00,52,Post,"I have this to say at time 52, 2024-01-01 02:00:00 UTC",
2024-01-01,02:00:00,10:00:00,52,Read,"I have this to say at time 69, 2024-01-01 00:00:00 UTC",
2024-01-01,02:00:00,10:00:00,52,Read,"I have this to say at time 131, 2024-01-01 00:00:00 UTC",
2024-01-01,02:00:00,10:00:00,52,Read,"I have this to say at time 69, 2024-01-01 00:30:00 UTC",
2024-01-01,02:00:00,10:00:00,52,Read,"I have this to say at time 131, 2024-01-01 00:30:00 UTC",
2024-01-01,02:00:00,10:00:00,53,Active,,
2024-01-01,02:00:00,10:00:00,53,Response,"My response to 69, 2024-01-01 00:30:00 UTC",69.0
2024-01-01,02:00:00,10:00:00,53,Response,"My response to 131, 2024-01-01 00:30:00 UTC",131.0
2024-01-01,02:00:00,10:00:00,53,Response,"My response to 52, 2024-01-01 02:00:00 UTC",52.0
2024-01-01,02:00:00,10:00:00,55,Active,,
2024-01-01,02:00:00,10:00:00,55,Read,"I have this to say at time 52, 2024-01-01 00:00:00 UTC",
2024-01-01,02:00:00,10:00:00,55,Read,"I have this to say at time 69, 2024-01-01 00:00:00 UTC",
2024-01-01,02:00:00,10:00:00,55,Read,"I have this to say at time 131, 2024-01-01 00:00:00 UTC",
2024-01-01,02:00:00,10:00:00,55,Read,"I have this to say at time 52, 2024-01-01 00:30:00 UTC",
2024-01-01,02:00:00,10:00:00,55,Read,"I have this to say at time 69, 2024-01-01 00:30:00 UTC",
2024-01-01,02:00:00,10:00:00,55,Read,"I have this to say at time 131, 2024-01-01 00:30:00 UTC",
2024-01-01,02:00:00,10:00:00,55,Read,"I have this to say at time 52, 2024-01-01 02:00:00 UTC",
2024-01-01,02:00:00,10:00:00,69,Active,,
2024-01-01,02:00:00,10:00:00,69,Post,"I have this to say at time 69, 2024-01-01 02:00:00 UTC",
2024-01-01,02:00:00,10:00:00,69,Read,"I have this to say at time 52, 2024-01-01 00:00:00 UTC",
2024-01-01,02:00:00,10:00:00,69,Read,"I have this to say at time 131, 2024-01-01 00:00:00 UTC",
2024-01-01,02:00:00,10:00:00,69,Read,"I have this to say at time 52, 2024-01-01 00:30:00 UTC",
2024-01-01,02:00:00,10:00:00,69,Read,"I have this to say at time 131, 2024-01-01 00:30:00 UTC",
2024-01-01,02:00:00,10:00:00,69,Read,"I have this to say at time 52, 2024-01-01 02:00:00 UTC",
2024-01-01,02:00:00,10:00:00,70,Active,,
2024-01-01,02:00:00,10:00:00,70,Response,"My response to 131, 2024-01-01 00:30:00 UTC",131.0
2024-01-01,02:00:00,10:00:00,70,Response,"My response to 52, 2024-01-01 02:00:00 UTC",52.0
2024-01-01,02:00:00,10:00:00,70,Response,"My response to 69, 2024-01-01 02:00:00 UTC",69.0
2024-01-01,02:00:00,10:00:00,86,Active,,
2024-01-01,02:00:00,10:00:00,86,Response,"My response to 131, 2024-01-01 00:30:00 UTC",131.0
2024-01-01,02:00:00,10:00:00,86,Response,"My response to 52, 2024-01-01 02:00:00 UTC",52.0
2024-01-01,02:00:00,10:00:00,86,Response,"My response to 69, 2024-01-01 02:00:00 UTC",69.0
